movie_title,domestic_total_gross,worldwide_total_gross,opening_weekend_rev,budget,runtime_minutes,IMDb_rating,time_between_sequel,sequel_worldwide_total_gross,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,Horror,Sci-Fi,Thriller,G,NC-17,PG,PG-13,R
Friday the 13th: A New Beginning,21930418.0,21930418.0,8032883.0,2200000.0,92.0,4.8,1.3607397824732883,19472057.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th Part VI: Jason Lives,19472057.0,19472057.0,6750837.0,3000000.0,86.0,6.0,1.7823774615495185,19170001.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th Part VII: The New Blood,19170001.0,19170001.0,8245038.0,2800000.0,88.0,5.3,1.2074169900819318,14343976.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pirates of the Caribbean: The Curse of the Black Pearl,305413918.0,654264015.0,46630690.0,140000000.0,143.0,8.0,2.9952702656454275,1066179747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: Dead Man's Chest,423315812.0,1066179747.0,135634554.0,225000000.0,151.0,7.3,0.8816060562502994,960996492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: At World's End,309420425.0,960996492.0,114732820.0,300000000.0,169.0,7.1,3.986392602175267,1045713802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lara Croft: Tomb Raider,131168070.0,274703340.0,47735743.0,115000000.0,100.0,5.8,2.1081883953811507,160099222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Godfather,134966411.0,246120974.0,302393.0,6000000.0,175.0,9.2,2.735169099981519,48035783.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Godfather: Part II,47834595.0,48035783.0,171417.0,13000000.0,202.0,9.0,16.01949389788976,136766062.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ocean's Eleven,183417150.0,450717150.0,38107822.0,85000000.0,116.0,7.7,3.00895980068037,362744280.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ocean's Twelve,125544280.0,362744280.0,39153380.0,110000000.0,125.0,6.5,2.4914953763595418,311312624.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Planet of the Apes,32589624.0,32599045.0,4324565.485062254,5800000.0,112.0,8.0,2.1437811864720016,18999718.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arthur and the Invisibles,15132763.0,108605609.0,17073704.492587898,86000000.0,94.0,6.0,2.8884918923728757,52377611.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Arthur et la vengeance de Maltazard,38626047.859111845,52377611.0,8728318.638188522,24140332.80791076,107.0,5.3,0.8624407072013799,33885979.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cheaper by the Dozen,138614544.0,190538630.0,27557647.0,40000000.0,98.0,5.9,1.990458394080645,130154568.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ace Ventura: Pet Detective,72217396.0,107217396.0,12115105.0,15000000.0,86.0,6.9,1.7632121125005988,212385533.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nanny McPhee,47144110.0,123276807.0,14503650.0,25000000.0,97.0,6.5,4.561353073642854,93251121.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Expendables,103068524.0,274470394.0,34825135.0,80000000.0,103.0,6.5,2.0123616501365533,314975955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
G.I. Joe: The Rise of Cobra,150201498.0,302469017.0,54713046.0,175000000.0,118.0,5.8,3.6386784122877267,375740705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Turbulence,11538235.0,11538235.0,4464008.0,55000000.0,100.0,4.9,2.9596774745545766,217611052.41764963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Turbulence 2: Fear of Flying,95747843.58824392,217611052.41764963,26418055.19298534,50165288.69293736,101.0,4.2,1.2676509442356791,217611052.4161057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Universal Soldier,36299898.0,36299898.0,10057084.0,23000000.0,102.0,6.0,7.110344497149154,10667893.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Universal Soldier: The Return,10667893.0,10667893.0,4605167.0,45000000.0,83.0,4.2,13.183022238649665,1402307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dungeons & Dragons,15391970.0,33978694.0,7237422.0,45000000.0,107.0,3.6,11.96191571353279,217611052.41632086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Librarian: Quest for the Spear,95747843.5873439,217611052.41494003,26418055.192667756,50165288.69229685,92.0,6.3,1.9931963010876335,217611052.41494003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Librarian: Return to King Solomon's Mines,95747843.5873439,217611052.41494003,26418055.192667756,50165288.69229685,92.0,6.3,2.0123616501365533,217611052.41433197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth,30082699.0,82150642.0,275131.0,30000000.0,124.0,7.4,8.643572421062718,75782758.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Harry Potter and the Sorcerer's Stone,318087620.0,1006504505.0,90294621.0,125000000.0,152.0,7.6,0.9965981505438167,879594122.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Chamber of Secrets,262450136.0,879594122.0,88357488.0,100000000.0,161.0,7.4,1.5523932729624839,796205043.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Prisoner of Azkaban,249975996.0,796205043.0,93687367.0,130000000.0,142.0,7.9,1.456566527717886,896413828.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Goblet of Fire,290417905.0,896413828.0,102685961.0,150000000.0,157.0,7.7,1.6427442041931046,942148886.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Order of the Phoenix,292353413.0,942148886.0,77108414.0,150000000.0,138.0,7.5,2.0123616501365533,934419775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Half-Blood Prince,302305431.0,934419775.0,77835727.0,250000000.0,153.0,7.6,1.3470502474383457,976966384.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Deathly Hallows: Part 1,296347721.0,976966384.0,125017372.0,196503753.71534753,146.0,7.7,0.6516218676632648,1342193107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Boondock Saints,30471.0,30471.0,19930.0,6000000.0,108.0,7.8,9.88932010924249,10629321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dirty Dancing,64577242.0,217892629.0,3900000.0,6000000.0,100.0,7.0,16.520530880168653,27685016.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Love's Enduring Promise,95747843.5902066,217611052.42353073,26418055.193672348,50165288.69431199,120.0,7.1,1.034928848641656,217611052.41373715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love's Long Journey,95747843.58694443,217611052.41373715,26418055.192526747,50165288.69201237,88.0,7.3,1.3415744334243687,217611052.41434515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love's Unending Legacy,95747843.58714671,217611052.41434515,26418055.192597926,50165288.692155525,90.0,7.1,0.689952565761104,217611052.41434515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ghost Rider,115802596.0,228738393.0,45388836.0,110000000.0,110.0,5.2,5.002156101768003,132563930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Exorcist II: The Heretic,30749142.0,30749142.0,6735000.0,14000000.0,117.0,3.8,13.166594796607733,39024251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The X Files,83898313.0,189176423.0,30138758.0,66000000.0,121.0,7.0,10.100138948780605,69363381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Les visiteurs,659810.0,659810.0,24792.0,17977156.39150425,107.0,7.1,1.7057160653538403,146072.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Battle Royale,22301012.794445004,22301012.794445004,1608679.775382944,4500000.0,114.0,7.6,2.5489914235063007,26832535.09311273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Feet,198000317.0,384336108.0,41533432.0,100000000.0,108.0,6.4,5.002156101768003,159197038.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Look Who's Talking,140088813.0,296999813.0,12107784.0,7500000.0,93.0,5.9,1.1690862919840928,47789074.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Look Who's Talking Too,47789074.0,47789074.0,8100640.0,20971286.86545421,81.0,4.7,2.8939677063868525,10340263.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Legally Blonde,96520674.0,141774679.0,20377426.0,18000000.0,96.0,6.3,1.968555138024737,124914842.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
American Psycho,15070285.0,34266564.0,4961015.0,7000000.0,101.0,7.6,2.1547328144999556,72217514.53790331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Scooby-Doo,153294164.0,275650703.0,54155312.0,84000000.0,89.0,5.1,1.7823774615495185,181216833.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Home Alone,285761243.0,477063114.0,17081997.0,18000000.0,103.0,7.6,2.0123616501365533,365154932.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Home Alone 2: Lost in New York,173585516.0,365154932.0,31126882.0,28000000.0,120.0,6.8,5.059652148914762,79082515.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Wonderful World of Disney,95747843.59020998,217611052.4235394,26418055.19367324,50165288.694313206,120.0,7.5,5.097982847012601,217611052.41339067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balto,11348324.0,11349090.0,1519755.0,18399463.817959655,78.0,7.1,6.163028672731131,217611052.4187882,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mesrine Part 1: Killer Instinct,551697.0,31076533.0,152873.0,22702517.938496232,113.0,7.5,0.07666139619567822,321353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paragraf 78,23518087.134070497,23518087.134070497,2483533.378368942,8000000.0,88.0,4.9,0.07939930320266672,21585796.407012857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epoch,95747843.58800755,217611052.4169377,26418055.19290189,50165288.692769095,98.63933869160739,4.9,2.0123616501365533,217611052.41601253,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Short Circuit,40697761.0,40697761.0,5346808.0,15000000.0,98.0,6.7,2.1602086285139324,21630088.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Pet Sematary,57469467.0,57469467.0,12046179.0,11500000.0,103.0,6.6,3.3539360835609218,17092453.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Fly,40456565.0,60632088.0,7007423.0,15000000.0,96.0,7.6,2.4914953763595418,38903179.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rush Hour,141186864.0,244721064.0,33001803.0,33000000.0,98.0,7.0,2.874802357337933,347325802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rush Hour 2,226164286.0,347325802.0,67408222.0,90000000.0,90.0,6.6,6.01791960136074,258097122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Police Academy,81198894.0,81198894.0,8570007.0,4500000.0,96.0,6.7,1.0157634995927363,55600000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Police Academy 2: Their First Assignment,55600000.0,55600000.0,10675896.0,7600000.0,87.0,5.8,0.9774328014948972,43579163.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Police Academy 3: Back in Training,43579163.0,43579163.0,9049586.0,21978538.361957893,83.0,5.4,1.034928848641656,28061343.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Police Academy 4: Citizens on Patrol,28061343.0,28061343.0,8482487.0,22589157.04289008,88.0,5.0,0.9582674524459777,19510371.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Police Academy 5: Assignment: Miami Beach,19510371.0,19510371.0,6106661.0,21351014.494130343,90.0,4.7,0.9774328014948972,11567217.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Police Academy 6: City Under Siege,11567217.0,11567217.0,4032480.0,12000000.0,84.0,4.5,5.462124478942073,126247.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Paranormal Activity,107918810.0,193355800.0,77873.0,15000.0,86.0,6.3,1.0157634995927363,177512032.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Paranormal Activity 2,84752907.0,177512032.0,40678424.0,3000000.0,91.0,5.6,0.9965981505438167,207039844.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Paranormal Activity 3,104028807.0,207039844.0,52568183.0,5000000.0,83.0,5.8,0.9965981505438167,142802657.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Smokin' Aces,35787686.0,57232879.0,14638755.0,17000000.0,109.0,6.7,2.9815807306104847,64996968.381083965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Under Siege,83563139.0,156563139.0,15760003.0,35000000.0,103.0,6.5,2.759810263044416,104324083.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Death Race,36316032.0,76014335.0,12621090.0,45000000.0,105.0,6.4,2.406620259142898,61386695.30392608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Death Race 2,44404544.59231639,61386695.30392608,7142690.210361691,7000000.0,96.15450895531974,5.6,2.006885836122576,59581558.76562378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Atlas Shrugged: Part I,4627375.0,4627375.0,1677000.0,20000000.0,97.0,5.6,1.4948972258157252,3336053.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
National Treasure,173008894.0,347512318.0,35142554.0,100000000.0,131.0,6.9,3.085621196876048,459242249.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hangover,277322503.0,469310836.0,44979319.0,35000000.0,100.0,7.7,1.9712930450317254,586764305.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Hangover Part II,254464305.0,586764305.0,85946294.0,80000000.0,102.0,6.4,1.9931963010876335,362000072.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Deuce Bigalow: Male Gigolo,65538755.0,92938755.0,12224016.0,17000000.0,88.0,5.7,5.672943318480188,45109561.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fletch,50612888.0,59612888.0,7022970.0,8000000.0,98.0,6.9,3.7947391116860714,39450960.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Elite Squad,8744.0,14759148.0,3604.0,4000000.0,115.0,8.1,2.9897944516314503,63618850.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kick-Ass,48071303.0,96188903.0,19828687.0,30000000.0,117.0,7.6,3.334770734512002,60795985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RED,90380162.0,199006387.0,21761408.0,58000000.0,111.0,7.0,2.759810263044416,148075565.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Escape from New York,25244626.0,25244626.0,3077228.1189796207,6000000.0,99.0,7.2,15.083129701499688,25477365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Honey, I Shrunk the Kids",130724172.0,222724172.0,14262961.0,18000000.0,93.0,6.4,3.0664558478271284,58662452.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Honey, I Blew Up the Kid",58662452.0,58662452.0,11083318.0,40000000.0,89.0,4.9,4.668131446915406,217611052.40940028,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Psycho,32000000.0,32036197.0,3436183.1599429324,806947.0,109.0,8.5,22.732841879025578,34725000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fortress,6739141.0,6739141.0,4040711.0,8000000.0,95.0,5.9,6.49431542057674,75827787.61666693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
White Noise,56386759.0,91196419.0,24113565.0,10000000.0,101.0,5.5,1.9931963010876335,24380379.88518584,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Cocoon,76113124.0,85313124.0,7936427.0,17500000.0,117.0,6.7,3.425121665742623,25024919.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Magic Mike,113721571.0,167739368.0,39127170.0,7000000.0,110.0,6.1,3.0034839866663927,117813057.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Red Riding: The Year of Our Lord 1974,151644.0,151644.0,14526.0,9000000.0,102.0,7.0,0.0,148826.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Riding: The Year of Our Lord 1980,148826.0,148826.0,14526.0,13650608.604917832,93.0,7.2,0.0,217611052.41740915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lilo & Stitch,145794338.0,273144151.0,35260212.0,80000000.0,85.0,7.2,3.1923995701486,217611052.40759155,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sisterhood of the Traveling Pants,39053061.0,42013878.0,9833340.0,25000000.0,119.0,6.5,3.181447942120646,44352417.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bad Santa,60060328.0,76488889.0,12500000.0,23000000.0,92.0,7.0,12.994106655167457,24079268.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
District B13,1200216.0,11169386.0,410000.0,19743758.621596918,84.0,7.2,2.7160037509325994,14103752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Taxi,95747843.58673787,217611052.41311815,26418055.192454442,50165288.69186768,86.0,7.0,1.8782042067941163,60726164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Congeniality,106807667.0,212742720.0,10046534.0,45000000.0,109.0,6.2,4.251969581853152,101393569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sherlock Holmes,209028679.0,524028679.0,62304277.0,90000000.0,128.0,7.6,1.974030952038714,543848418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Trek: The Motion Picture,82604699.0,82604699.0,11926421.0,35000000.0,132.0,6.4,2.4887574693525534,78912963.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Trek II: The Wrath of Khan,78912963.0,78912963.0,14347221.0,11200000.0,113.0,7.7,1.9931963010876335,76471046.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek III: The Search for Spock,76471046.0,76471046.0,16673295.0,17000000.0,105.0,6.7,2.486019562345565,109713132.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek IV: The Voyage Home,109713132.0,109713132.0,16881888.0,25000000.0,119.0,7.3,2.5353018884713583,52210049.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek V: The Final Frontier,52210049.0,52210049.0,17375648.0,27800000.0,107.0,5.5,2.4914953763595418,96888996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek VI: The Undiscovered Country,74888996.0,96888996.0,18162837.0,30000000.0,110.0,7.2,2.951463753533611,118071125.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek: Generations,75671125.0,118071125.0,23116394.0,35000000.0,118.0,6.6,2.0123616501365533,146027888.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek: First Contact,92027888.0,146027888.0,30716131.0,45000000.0,111.0,7.6,2.050692348234392,112587658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Trek: Insurrection,70187658.0,112587658.0,22052836.0,58000000.0,103.0,6.4,4.005557951224187,67336470.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Basic Instinct,117727224.0,352927224.0,15129385.0,49000000.0,127.0,7.0,14.029035503809114,38629478.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Undisputed,12764657.0,14946150.0,4548750.0,20000000.0,96.0,6.2,4.517546561531038,21889210.239316266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Undisputed 2: Last Man Standing,21889210.239316266,21889210.239316266,1597362.7272543116,5000000.0,98.0,7.1,3.2991779434211517,22241673.88950426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Resident Evil: Degeneration,20667197.175331242,20667197.175331242,3165123.278392977,15953456.077580957,97.0,6.5,4.024723300273107,21331281.339156117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Amazing Spider-Man,262030663.0,757930663.0,62004688.0,230000000.0,136.0,6.9,1.8289218806683232,708982323.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Machete,26593646.0,45491656.0,11416164.0,10500000.0,105.0,6.6,3.1047865459249677,17496820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8MM,36663315.0,96618699.0,14252888.0,40000000.0,123.0,6.5,6.737989144198718,217611052.4191873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Girl with the Dragon Tattoo,10095170.0,104414200.0,335502.0,13000000.0,152.0,7.8,0.3258109338316324,67153225.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Girl Who Played with Fire,7638241.0,67153225.0,904998.0,27188060.373517852,129.0,7.2,0.2108188395381151,44276335.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Alone in the Dark,5178569.0,12693645.0,2834421.0,20000000.0,99.0,2.4,4.993942380747038,21987318.71680035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BloodRayne,2405420.0,3650275.0,1550000.0,25000000.0,95.0,2.9,2.5462535164993123,21328237.428925738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BloodRayne II: Deliverance,21328237.428925738,21328237.428925738,2311983.1090531694,10000000.0,99.0,2.6,3.6468921333086923,72217514.53689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
In the Name of the King: A Dungeon Siege Tale,4775656.0,13097915.0,3265000.0,60000000.0,127.0,3.8,6.226000533891867,52361012.60808484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
In the Name of the King: Two Worlds,41439384.5098896,52361012.60808484,6028265.265277986,4500000.0,96.0,3.1,0.09856465225158627,48750739.528667495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cube,501818.0,565727.0,57147.0,18022144.588576864,90.0,7.2,4.761220285153015,21759246.2131245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bad Ass,95747843.58713308,217611052.41431013,26418055.192594323,50165288.69215064,90.0,5.5,1.9493897889758174,55971285.68587515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12 Rounds,12234694.0,17280326.0,5329240.0,22000000.0,108.0,5.6,4.1889977206924165,50555876.06885198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Insidious,54009150.0,99557032.0,13271464.0,1500000.0,103.0,6.8,2.453164678261703,161919318.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Insidious: Chapter 2,83586447.0,161919318.0,40272103.0,5000000.0,106.0,6.6,1.7248814144027598,112983889.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
